"","num","name","full_add","on_off","zip","salesman","lic_num","county","city","dvry_man","main_phone","contact_name","contact_phone","contact_email","lon","lat","geocode"
"366",3850,"WFM #328 - Addison","5100 Belt Line Road, Suite 1012, Addison, TX 75254","Off Premise",75254,"Brandon Byrd","BG843831","Dallas","Addison","Harrison Boyland",NA,NA,NA,NA,-96.820655,32.951594,"1"
"367",3851,"WFM #318 - Fairview","105 Stacy Road, Fairview, TX 75069","Off Premise",75069,"Mason Lowe","BQ755182","Collin","Fairview","Mike Harrison",NA,NA,NA,NA,-96.6565457,33.1310936,"1"
"368",3852,"WFM #317 - Park Lane","8190 Park Lane, Suite 351, Dallas, TX 75207","Off Premise",75207,"Brandon Byrd","BG738282","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7657217,32.8716416,"1"
"369",3853,"WFM #312 - Preston Road","11700 Preston Road, Suite 714, Dallas, TX 75230","Off Premise",75230,"Brandon Byrd","BQ764700","Dallas","Dallas","James Liston",NA,NA,NA,NA,-96.8028513,32.908256,"1"
"370",3854,"WFM #316 - Abrams","2118 Abrams Road, Dallas, TX 75214","Off Premise",75214,"Brandon Byrd","BG715112","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7523266,32.8158207,"1"
"371",3855,"Webb Chapel Beer & Wine","1004 Webb Chapel Road, Carrollton, TX 75006","Off Premise",75006,"Brian Schick","BQ719477","Dallas","Carrollton","Harrison Boyland",NA,NA,NA,NA,-96.8708922,32.9533261,"1"
"372",3864,"Village Burger Bar - Allen","957 Garden Park Drive, Allen, TX 75013","On Premise",75013,"Hudson Boyd","BQ715638","Collin","Allen","Mike Harrison",NA,NA,NA,NA,-96.6850055,33.0886843,"1"
"373",3866,"Vickery Park - Plano","1011 E. 15th Street, Plano, TX 75074","On Premise",75074,"Hudson Boyd","N810006","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7004276,33.0199763,"1"
"374",3872,"Twisted Snifter","111 N Main Street, Weatherford, TX 76086","On Premise",76086,"Brandon Pitzer","BF795838","Parker","Weatherford","James Liston",NA,NA,NA,NA,-97.7976892,32.7600423,"1"
"375",3884,"Total Wine #505 - Plano (NCX)","721 N. Central Expwy., Suite 200, Plano, TX 75075","Off Premise",75075,"Torie Shelton","BF847383","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7096636,33.0102308,"1"
"376",3885,"Total Wine #501 - Northpark","9350 N. Central Expwy., Dallas, TX 75231","Off Premise",75231,"Torie Shelton","BF803063","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.768382,32.8745044,"1"
"377",3886,"Total Wine #507 - Lewisville","2325 S. Stemmons Frwy, Lewisville, TX 75067","Off Premise",75067,"Jack Stephenson","BF864817","Denton","Lewisville","Edgard Olvera",NA,NA,NA,NA,-96.979309,33.0059687,"1"
"378",3887,"Total Wine #502 - Hulen","5200 S. Hulen Street, Fort Worth, TX 76132","Off Premise",76132,"Jack Stephenson","P818999","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.4005508,32.673025,"1"
"379",3891,"Tom Thumb 3658 - N Collins","2755 N Collins, Arlington, TX 76006","Off Premise",76006,"Justin Page","BQ578602","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.0942118,32.7833992,"1"
"380",3892,"Tom Thumb 3650 - Preston Rd.","14999 Preston Rd, Dallas, TX 75240","Off Premise",75240,"Brandon Byrd","BQ764650","Dallas","Dallas","Harrison Boyland",NA,NA,NA,NA,-96.8051627,32.9525872,"1"
"381",3893,"Tom Thumb 3641 - Custer","3411 Custer Pkwy, Richardson, TX 75080","Off Premise",75080,"Mason Lowe","BQ649070","Collin","Richardson","Mike Harrison",NA,NA,NA,NA,-96.7306655,32.9987714,"1"
"382",3894,"Tom Thumb 3637 - W. Campbell","1380 W. Campbell Rd, Richardson, TX 75080","Off Premise",75080,"Brandon Byrd","BQ647913","Dallas","Richardson","Harrison Boyland",NA,NA,NA,NA,-96.7669645,32.9801095,"1"
"383",3895,"Tom Thumb 3621 - N Macarthur","4010 N Macarthur Blvd, Irving, TX 75038","Off Premise",75038,"Justin Page","BQ712824","Dallas","Irving","James Liston",NA,NA,NA,NA,-96.9572739,32.859944,"1"
"384",3896,"Tom Thumb 3608 - NW Hwy","7700 NW Hwy, Dallas, TX 75225","Off Premise",75225,"Brandon Byrd","BQ454479","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.772922,32.864202,"1"
"385",3897,"Tom Thumb 3597 - Preston","11920 Preston Rd, Dallas, TX 75230","Off Premise",75230,"Brandon Byrd","BQ765343","Dallas","Dallas","James Liston",NA,NA,NA,NA,-96.8019358,32.9109937,"1"
"386",3898,"Tom Thumb 3582 - Preston Rd.","18212 Preston Rd, Dallas, TX 75252","Off Premise",75252,"Mason Lowe","BQ741217","Collin","Dallas","Harrison Boyland",NA,NA,NA,NA,-96.7936702,32.9998288,"1"
"387",3899,"Tom Thumb 3579 - W McDermott","900 W. McDermott Rd, Allen, TX 75013","Off Premise",75013,"Mason Lowe","BQ562943","Collin","Allen","Mike Harrison",NA,NA,NA,NA,-96.6808766,33.103347,"1"
"388",3901,"Tom Thumb 3575 - Justin","2301 Justin Rd, Flower Mound, TX 75028","Off Premise",75028,"Brian Schick","BQ455447","Denton","Flower Mound","Edgard Olvera",NA,NA,NA,NA,-97.0639301,33.0716423,"1"
"389",3903,"Tom Thumb 3572 - Flower Mound","2600 Flower Mound, Rd, Flower Mound, TX 75028","Off Premise",75028,"Brian Schick","BQ455446","Denton","Flower Mound","Edgard Olvera",NA,NA,NA,NA,-97.0688358,33.0153891,"1"
"390",3904,"Tom Thumb 2990 - Inwood Road","7117 Inwood Road, Dallas, TX 75209","Off Premise",75209,"Brandon Byrd","BQ454477","Dallas","Dallas","James Liston",NA,NA,NA,NA,-96.8226228,32.8444667,"1"
"391",3905,"Tom Thumb 2964 - N Goliad","3070 N Goliad, Rockwall, TX 75087","Off Premise",75087,"Brandon Byrd","BQ727642","Rockwall","Rockwall","Harrison Boyland",NA,NA,NA,NA,-96.4624392,32.964419,"1"
"392",3906,"Tom Thumb 2963 - FM 423","5550 FM 423, Frisco, TX 75034","Off Premise",75034,"Brian Schick","BQ835450","Denton","Frisco","Edgard Olvera",NA,NA,NA,NA,-96.8887036,33.1254586,"1"
"393",3907,"Tom Thumb 2643 - Marsh Lane","14280 Marsh Ln, Addison, TX 75001","Off Premise",75001,"Brandon Byrd","BQ768798","Dallas","Addison","Harrison Boyland",NA,NA,NA,NA,-96.8536945,32.9387591,"1"
"394",3908,"Tom Thumb 2642 - E. Lovers Ln.","5809 E Lovers Lane, Dallas, TX 75206","Off Premise",75206,"Brandon Byrd","BQ454475","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7669593,32.8518532,"1"
"395",3909,"Tom Thumb 2609 - Hurst","612 Grapevine Hwy, Hurst, TX 76054","Off Premise",76054,"Justin Page","BQ568624","Tarrant","Hurst","James Liston",NA,NA,NA,NA,-97.1795293,32.8640436,"1"
"396",3911,"Tom Thumb 2590 - N. Josey","4112 N. Josey Ln, Carrollton, TX 75007","Off Premise",75007,"Brian Schick","BQ570798","Denton","Carrollton","Edgard Olvera",NA,NA,NA,NA,-96.8831886,33.0233172,"1"
"397",3912,"Tom Thumb 2581 - Preston","4848 Preston Rd, Frisco, TX 75034","Off Premise",75034,"Mason Lowe","BQ512658","Collin","Frisco","Mike Harrison",NA,NA,NA,NA,-96.8039704,33.1190615,"1"
"398",3913,"Tom Thumb 2580 - W. Southlake","100 W. Southlake, Blvd #2, Southlake, TX 76092","Off Premise",76092,"Brian Schick","BF475580","Tarrant","Southlake","James Liston",NA,NA,NA,NA,-97.1519448,32.9425383,"1"
"399",3914,"Tom Thumb 2574 - S. Hulen","3100 S. Hulen, Fort Worth, TX 76109","Off Premise",76109,"Justin Page","BQ455455","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3894079,32.7059639,"1"
"400",3915,"Tom Thumb 2570 - W Parker","5968 West Parker Rd, Plano, TX 75093","Off Premise",75093,"Mason Lowe","BQ768672","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.8285458,33.0429805,"1"
"401",3916,"Tom Thumb 1972 - Hwy North","980 Hwy North 287, Mansfield, TX 76063","Off Premise",76063,"Justin Page","BQ616056","Tarrant","Mansfield","Kevin Whitehorse",NA,NA,NA,NA,-97.1288208,32.582452,"1"
"402",3917,"Tom Thumb 1925 - Lakeview","8805 Lakeview Parkway, Rowlett, TX 75089","Off Premise",75089,"Brandon Byrd","BQ563203","Rockwall","Rowlett","Harrison Boyland",NA,NA,NA,NA,-96.5163426,32.9204619,"1"
"403",3918,"Tom Thumb 1854 - Cross Timbers","4301 Cross Timbers Road, Flower Mound, TX 75028","Off Premise",75028,"Brian Schick","BQ814298","Denton","Flower Mound","Edgard Olvera",NA,NA,NA,NA,-97.097516,33.0402734,"1"
"404",3919,"Tom Thumb 1789 - Trophy Lake","101 Trophy Lake Drive, Trophy Club, TX 76262","Off Premise",76262,"Brian Schick","BQ559507","Denton","Trophy Club","James Liston",NA,NA,NA,NA,-97.2052124,33.0001486,"1"
"405",3921,"Tom Thumb 1783 - Arapaho Garland","2645 Arapaho, Garland, TX 75044","Off Premise",75044,"Brandon Byrd","BQ604772","Dallas","Garland","Harrison Boyland",NA,NA,NA,NA,-96.6669025,32.9608694,"1"
"406",3922,"Tom Thumb 1781 - Denton Tap","106 N. Denton Tap Road, Coppell, TX 75019","Off Premise",75019,"Brian Schick","BQ647914","Dallas","Coppell","Edgard Olvera",NA,NA,NA,NA,-96.991895,32.9706941,"1"
"407",3924,"Tom Thumb 2534 - E. Mockingbird","6333 E. Mockingbird Lane, Dallas, TX 75214","Off Premise",75214,"Brandon Byrd","BQ454473","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.754334,32.8376449,"1"
"408",3926,"Tolbert's","423 S. Main Street, Grapevine, TX 76051","On Premise",76051,"Nathan Zaremba","BG836376","Tarrant","Grapevine","James Liston",NA,NA,NA,NA,-97.078096,32.936896,"1"
"409",3931,"The Rustic","3656 Howell, Dallas, TX 75204","On Premise",75204,"Ethan Garrison","MB909089","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7942022,32.8049131,"1"
"410",3934,"The Pub - McKinney","204 W. Virginia Street, McKinney, TX 75069","On Premise",75069,"Hudson Boyd","RM742716","Collin","McKinney","Mike Harrison",NA,NA,NA,NA,-96.6168221,33.1981796,"1"
"411",3936,"The Porch","2912 N. Henderson Ave., Dallas, TX 75206","On Premise",75206,"Dominique Van Ausdall","MB652229","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7846408,32.8206321,"1"
"412",3943,"The Local Oak","409 N. Zang Blvd., Dallas, TX 75208","On Premise",75208,"Ethan Garrison","RM837967","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.825072,32.7485787,"1"
"413",3944,"The Local","2800 Bledsoe Street, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","MB851274","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3570931,32.7484548,"1"
"414",3954,"Liquor Galore","2124 Tin Top Road. Suite 100, Weatherford, TX 76086","Off Premise",76086,"Brandon Pitzer","BF714156","Parker","Weatherford","James Liston",NA,NA,NA,NA,-97.7985176,32.7288474,"1"
"415",3957,"Velvet Taco - Dallas","3012 N. Henderson Avenue, Dallas, TX 75206","On Premise",75206,"Dominique Van Ausdall","MB780247","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7853521,32.8217341,"1"
"416",3958,"The Boiled Owl","909 W. Magnolia, Fort Worth, TX 76104","On Premise",76104,"Brandon Pitzer","MB781942","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.333749,32.7304296,"1"
"417",3959,"Total Wine #506 - Preston Road","8700 Preston Road, Suite 113, Plano, TX 75024","Off Premise",75024,"Torie Shelton","BF847379","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.8014422,33.0960641,"1"
"418",3967,"Goody Goody - Lake Dallas","104 N. Stemmons Fwy., Lake Dallas, TX 75065","Off Premise",75065,"Brian Schick","BF530945","Denton","Lake Dallas","Edgard Olvera",NA,NA,NA,NA,-97.0339241,33.1232599,"1"
"419",3972,"Broadway Tobacco","5335 Broadway, Garland, TX 75043","Off Premise",75043,"Brandon Byrd","BQ874471","Dallas","Garland","Harrison Boyland",NA,NA,NA,NA,-96.5984864,32.8500366,"1"
"420",3976,"Sigel's - Oasis Liquor","538 Centennial, Richardson, TX 75081","Off Premise",75081,"Brandon Byrd","BF306485","Dallas","Richardson","Harrison Boyland",NA,NA,NA,NA,-96.7200912,32.9377339,"1"
"421",3978,"Off the Record Bar","2720 Elm Street, Dallas, TX 75226","On Premise",75226,"Dominique Van Ausdall","MB766173","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7838877,32.7844333,"1"
"422",3984,"Total Wine #508 - Arlington South","981 I-20 W, Arlington, TX 76017","Off Premise",76017,"Jack Stephenson","BF881752","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.1205016,32.6791836,"1"
"423",3988,"Goody Goody - Camp Bowie","6393 Camp Bowie Blvd, Fort Worth, TX 76116","Off Premise",76116,"Justin Page","BF685272","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.4215675,32.7246089,"1"
"424",3989,"Albertsons #4270 - Glade Rd.","4000 Glade Road, Colleyville, TX 76034","Off Premise",76034,"Brian Schick","BQ275633","Tarrant","Colleyville","James Liston",NA,NA,NA,NA,-97.1014533,32.8825152,"1"
"425",3999,"Fossil Creek Liquor - Saginaw","1205 Saginaw Blvd, Saginaw, TX 76179","Off Premise",76179,"Brian Schick","BF525166","Tarrant","Saginaw","James Liston",NA,NA,NA,NA,-97.3826208,32.879999,"1"
"426",4001,"Metzler's - University","1115 E. University Drive, Denton, TX 76201","On Premise",76201,"Nathan Zaremba","BG706046","Denton","Denton","Edgard Olvera",NA,NA,NA,NA,-97.1434489,33.2294811,"1"
"427",4003,"Spec's #128 - Addison","15055 Inwood Road, Addison, TX 75001","Off Premise",75001,"Torie Shelton","BF841224","Dallas","Addison","Harrison Boyland",NA,NA,NA,NA,-96.8312324,32.9536661,"1"
"428",4006,"Fossil Creek Liquor - Colleyville","8070 Precint Line Road, Colleyville, TX 76034","Off Premise",76034,"Brian Schick","BF799844","Tarrant","Colleyville","James Liston",NA,NA,NA,NA,-97.1852981,32.8979215,"1"
"429",4007,"Stonedeck Pizza Pub","2613 Elm Street, Dallas, TX 75226","On Premise",75226,"Dominique Van Ausdall","MB872437","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7860083,32.7843323,"1"
"430",4017,"Drunken Donkey - Lewisville","310 W. Round Grove Rd., Suite 109, Lewisville, TX 75067","On Premise",75067,"Nathan Zaremba","RM862594","Denton","Lewisville","Edgard Olvera",NA,NA,NA,NA,-96.9970416,33.0030814,"1"
"431",4024,"Fossil Creek Liquor - Lake Dallas","304 Swisher Rd., Lake Dallas, TX 75065","Off Premise",75065,"Brian Schick","BF755640","Denton","Lake Dallas","Edgard Olvera",NA,NA,NA,NA,-97.0377043,33.1305655,"1"
"432",4032,"Fossil Creek Liquor - Dalworthington","4130 S. Bowen Road, Dalworthington Gardens, TX 76016","Off Premise",76016,"Justin Page","BF755631","Tarrant","Dalworthington Gardens","Kevin Whitehorse",NA,NA,NA,NA,-97.1513352,32.6785269,"1"
"433",4039,"Republic Street Bar","201 E. Hattie Street, Fort Worth, TX 76104","On Premise",76104,"Brandon Pitzer","MB859767","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3248432,32.7381755,"1"
"434",4044,"Shellmans","2300 Highland Village Road, #100, Highland Village, TX 75077","Off Premise",75077,"Brian Schick","BF628819","Denton","Highland Village","Edgard Olvera",NA,NA,NA,NA,-97.0587573,33.0724451,"1"
"435",4045,"Matador Meat & Wine","8308 Preston Rd. Suite 102, Plano, TX 75024","Off Premise",75024,"Mason Lowe","BQ822093","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.803493,33.0915339,"1"
"436",4046,"Mirage Fine Spirits","4405 Colleyville Blvd., Suite 110, Colleyville, TX 76034","Off Premise",76034,"Brian Schick","BF858364","Tarrant","Colleyville","James Liston",NA,NA,NA,NA,-97.1623186,32.874614,"1"
"437",4047,"Three Sheets - Rockwall","2075 Summer Lee, Rockwall, TX 75032","On Premise",75032,"Hudson Boyd","RM993989","Rockwall","Rockwall","Harrison Boyland",NA,NA,NA,NA,-96.4812158,32.8907476,"1"
"438",4050,"So-Cal Taco","2140 Hall Johnson Rd., Suite #118, Grapevine, TX 76051","On Premise",76051,"Nathan Zaremba","MB847560","Tarrant","Grapevine","James Liston",NA,NA,NA,NA,-97.1012431,32.8939633,"1"
"439",4053,"BFF Bakery & Bistro - Lamar","2150 E. Lamar Blvd., #100, Arlington, TX 76006","On Premise",76006,"Brandon Pitzer","RM885428","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.0742569,32.7616807,"1"
"440",4054,"Kent & Co Wines","1101 W. Magnolia Ave., Fort Worth, TX 76104","On Premise",76104,"Brandon Pitzer","BG861659","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3370141,32.7304224,"1"
"441",4055,"Spec's #158 - Two Bucks","4702 South Fwy, Fort Worth, TX 76115","Off Premise",76115,"Jack Stephenson","BF812046","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3215319,32.6773098,"1"
"442",4058,"BJ's Restaurant - Hulen","4720 South Hulen St., Fort Worth, TX 76132","On Premise",76132,"Brandon Pitzer","MB785151","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3971622,32.677962,"1"
"443",4059,"3 Stax Smokehouse","4226 Preston Rd., Frisco, TX 75034","On Premise",75034,"Hudson Boyd","RM817480","Collin","Frisco","Mike Harrison",NA,NA,NA,NA,-96.8041627,33.1148551,"1"
"444",4062,"Albertsons #4267 - Rufe Snow Dr","6249 Rufe Snow Drive, Watauga, TX 76148","Off Premise",76148,"Brian Schick","BQ758837","Tarrant","Watauga","James Liston",NA,NA,NA,NA,-97.2400543,32.858781,"1"
"445",4066,"Dallas Craft Company - Colony","4897 HWY 121, Suite 340, The Colony, TX 75056","On Premise",75056,"Hudson Boyd","MB875043","Denton","The Colony","Edgard Olvera",NA,NA,NA,NA,-96.8853554,33.0689747,"1"
"446",4067,"Dr. Jeckyll's Beer Lab","2420 W. Park Row Dr., Pantego, TX 76013","On Premise",76013,"Brandon Pitzer","BG885942","Tarrant","Pantego","Kevin Whitehorse",NA,NA,NA,NA,-97.1475381,32.7209154,"1"
"447",4069,"Albertsons #4163 - S. Cooper St.","5950 S. Cooper St., Arlington, TX 76017","Off Premise",76017,"Justin Page","BQ611362","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.1371155,32.6492141,"1"
"448",4070,"Albertsons #4032 - Alton Rd.","3563 Alton Road, Fort Worth, TX 76109","Off Premise",76109,"Justin Page","BQ737543","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3694819,32.6978435,"1"
"449",4071,"Albertsons #4151 - Western Center","4400 Western Center Blvd., Fort Worth, TX 76137","Off Premise",76137,"Brian Schick","BQ711081","Tarrant","Fort Worth","James Liston",NA,NA,NA,NA,-97.2915446,32.8592749,"1"
"450",4072,"Albertsons #4272 - Loop 820 E","850 Loop 820 East, Fort Worth, TX 76112","Off Premise",76112,"Justin Page","BQ242205","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.2151321,32.7674132,"1"
"451",4074,"Mellow Mushroom - Flower Mound","2450 Cross Timbers Rd., Suite 100, Flower Mound, TX 75028","On Premise",75028,"Nathan Zaremba","RM876501","Denton","Flower Mound","Edgard Olvera",NA,NA,NA,NA,-97.0666926,33.0358584,"1"
"452",4076,"Albertsons #4142 - SW Plaza","301 SW Plaza Shopping Center, Arlington, TX 76016","Off Premise",76016,"Justin Page","BQ576756","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.1989482,32.6771614,"1"
"453",4081,"Eureka!","3700 McKinney Ave., Suite 126, Dallas, TX 75204","On Premise",75204,"Ethan Garrison","MB890868","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7958612,32.8082229,"1"
"454",4086,"Taps & Caps - Lewisville","4740 SH 121, #500, Lewisville, TX 75056","On Premise",75056,"Dominique Van Ausdall","BG881078","Denton","Lewisville","Edgard Olvera",NA,NA,NA,NA,-81.1046112,34.8241356,"1"
"455",4090,"State & Allen","2400 Allen Street, Dallas, TX 75204","On Premise",75204,"Ethan Garrison","MB565108","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7979877,32.7975352,"1"
"456",4093,"Albertsons #4279 - NE Alsbury","833 NE Alsbury Blvd., Burleson, TX 76028","Off Premise",76028,"Justin Page","BQ239355","Tarrant","Burleson","Kevin Whitehorse",NA,NA,NA,NA,-97.3222216,32.565043,"1"
"457",4095,"Seven Mart Food Store","501 W. Davis Street, Dallas, TX 75208","Off Premise",75208,"Brandon Byrd","BQ876951","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8306405,32.7496361,"1"
"458",4096,"Albertsons #4105 - Frankford Rd.","4625 Frankford Rd., Dallas, TX 75287","Off Premise",75287,"Mason Lowe","BQ767661","Collin","Dallas","Harrison Boyland",NA,NA,NA,NA,-96.827298,32.9993546,"1"
"459",4097,"Antebellum Ale House","321 E. Oak Street, Weatherford, TX 76086","On Premise",76086,"Brandon Pitzer","N892393","Parker","Weatherford","James Liston",NA,NA,NA,NA,-97.7926355,32.7575516,"1"
"460",4099,"Goody Goody - The Colony #11","5285 Highway 121, The Colony, TX 75056","Off Premise",75056,"Brian Schick","BF478378","Denton","The Colony","Edgard Olvera",NA,NA,NA,NA,-96.8789144,33.0714274,"1"
"461",4104,"No Frills Grill - Burleson","12846 S. Freeway, Burleson, TX 76102","On Premise",76102,"Justin Page","MB890620","Tarrant","Burleson","Kevin Whitehorse",NA,NA,NA,NA,-97.3218429,32.5704859,"1"
"462",4107,"Dallas Grilled Cheese","310 West 7th Street, Dallas, TX 75208","On Premise",75208,"Ethan Garrison","RM891491","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8273496,32.7485727,"1"
"463",4110,"Spec's #156 - Marsh Lane","9972 Marsh Lane, Dallas, TX 75220","Off Premise",75220,"Torie Shelton","BF882879","Dallas","Dallas","James Liston",NA,NA,NA,NA,-96.8557469,32.8795292,"1"
"464",4113,"World Of Beer - Ft. Worth","3252 W. 7th Street, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","MB892170","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3642853,32.7515845,"1"
"465",4114,"Sigel's - Riverfront","506 S Riverfront Blvd., Dallas, TX 75207","Off Premise",75207,"Brandon Byrd","BF306480","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8106146,32.7699085,"1"
"466",4115,"Plano Liquor","601 W Parker Rd #107, Plano, TX 75023","Off Premise",75023,"Mason Lowe","BF849288","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.7085556,33.0411884,"1"
"467",4116,"On Rotation Brewhouse","7328 Gaston Avenue Suite 110, Dallas, TX 75214","On Premise",75214,"Dominique Van Ausdall","BG891647","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7314199,32.8109798,"1"
"468",4117,"Albertsons #4198 - N Beach Street","10800 N Beach Street, Fort Worth, TX 76248","Off Premise",76248,"Brian Schick","BQ710930","Tarrant","Fort Worth","James Liston",NA,NA,NA,NA,-97.2873944,32.9294657,"1"
"469",4119,"Albertsons #4262 - Airport Fwy","1300 Airport Freeway, Bedford, TX 76022","Off Premise",76022,"Justin Page","BQ616332","Tarrant","Bedford","James Liston",NA,NA,NA,NA,-97.150388,32.8369846,"1"
"470",4123,"Public School 214","3700 McKinney Avenue, Dallas, TX 75204","On Premise",75204,"Ethan Garrison","MB894786","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.7958612,32.8082229,"1"
"471",4133,"Tom Thumb 1785 - FM 3040","1075 FM 3040 West, Lewisville, TX 75067","Off Premise",75067,"Brian Schick","BQ578686","Denton","Lewisville","Edgard Olvera",NA,NA,NA,NA,-97.0172501,33.006627,"1"
"472",4134,"Social House - Ft. Worth","840 Currie Street, Fort Worth, TX 76107","On Premise",76107,"Brandon Pitzer","MB889557","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.3585936,32.750365,"1"
"473",4136,"Tom Thumb 3645 - E. 14th St.","2200 E. 14th Street, Plano, TX 75074","Off Premise",75074,"Mason Lowe","BQ454314","Collin","Plano","Mike Harrison",NA,NA,NA,NA,-96.6836684,33.0169895,"1"
"474",4139,"Tom Thumb 2686 - W. Randol Mill","1701 W. Randol Mill Rd., Arlington, TX 76012","Off Premise",76012,"Justin Page","BQ579625","Tarrant","Arlington","Kevin Whitehorse",NA,NA,NA,NA,-97.13368,32.7508055,"1"
"475",4140,"Tom Thumb 2578 - Firewheel","2535 Firewheel Parkway, Garland, TX 75040","Off Premise",75040,"Brandon Byrd","BQ604506","Dallas","Garland","Harrison Boyland",NA,NA,NA,NA,-96.6055375,32.9373984,"1"
"476",4145,"Hopdoddy - McKinney Ave","3227 McKinney Ave, Suite C, Dallas, TX 75204","On Premise",75204,"Ethan Garrison","MB868963","Dallas","Dallas","James Hall",NA,NA,NA,NA,-96.8001448,32.8038886,"1"
"477",4148,"Albertsons #4133 - FM 1382","427 FM 1382 East, Cedar Hill, TX 75104","Off Premise",75104,"Brandon Byrd","BQ829158","Dallas","Cedar Hill","Kevin Whitehorse",NA,NA,NA,NA,-96.9377467,32.5930458,"1"
"478",4150,"Albertsons #4278 - S Carrier Pkwy","4126 S. Carrier Parkway, Grand Prairie, TX 75052","Off Premise",75052,"Justin Page","BQ568589","Dallas","Grand Prairie","Kevin Whitehorse",NA,NA,NA,NA,-97.0080879,32.6723812,"1"
"479",4158,"Break Time","4100 E. Park Blvd., Plano, TX 75074","Off Premise",75074,"Mason Lowe","BF871161","Collin","Plano","Harrison Boyland",NA,NA,NA,NA,-96.6484675,33.0315791,"1"
"480",4162,"Albertsons #4150 - Lake Worth","6308 Lake Worth Blvd., Lake Worth, TX 76135","Off Premise",76135,"Justin Page","BQ274202","Tarrant","Lake Worth","James Liston",NA,NA,NA,NA,-97.4223727,32.8120085,"1"
"481",4163,"Albertsons #4223 - Clilfford St.","9300 Clifford Street, Fort Worth, TX 76108","Off Premise",76108,"Justin Page","BQ518674","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.4792617,32.766936,"1"
"482",4164,"Albertsons #4286 - W Freeway","6700 W. Freeway, Fort Worth, TX 76116","Off Premise",76116,"Justin Page","BQ281159","Tarrant","Fort Worth","James Liston",NA,NA,NA,NA,-97.4330049,32.7369143,"1"
"483",4165,"Albertsons #4124 - Oakmont","7400 Oakmont Blvd., Fort Worth, TX 76132","Off Premise",76132,"Justin Page","BQ475441","Tarrant","Fort Worth","Kevin Whitehorse",NA,NA,NA,NA,-97.4197156,32.6630234,"1"
"484",4177,"Albertsons #4102 - N. Saginaw","1201 N. Saginaw Blvd., Saginaw, TX 76179","Off Premise",76179,"Brian Schick","BQ521157","Tarrant","Saginaw","James Liston",NA,NA,NA,NA,-97.3821104,32.8798886,"1"
"485",4183,"College Street Restaurant and Pub","210 N. College St., Waxahachie, TX 75165","On Premise",75165,"House Accounts DFW","RM722628","Ellis","Waxahachie","Charles_3",NA,NA,NA,NA,-96.8465638,32.3864879,"1"
